case_id,question,target_file_name,target_page_no,file_hit@1,page_hit@1,page_hit@3,page_hit@5,mrr,retrieved,chunk_size,chunk_overlap,strategy,rerank,latency_ms,cost_usd,total_tokens
19,"2024년 세계경제 성장 및 교역 전망치를 바탕으로 미국, 중국, 독일, 대만의 경제 성장률 전망이 어떻게 달라지는지 설명해주세요.",2024년 주요업무 추진계획.pdf,4,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
20,"정부의 소상공인 지원과 관련해 '대환대출', '일시적 경영 애로자금'의 확대 예산 규모와 시행 연도, 그리고 이를 통해 예상되는 저금리 대출 지원 규모는 어떻게 변화하는지 설명해주세요.",2024년 주요업무 추진계획.pdf,6,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
21,"2024년에 수립된 자영업자 고용보험 가입 진흥 방안 중, 정부의 지원 총액과 정부가 지원하는 보험료 비율의 변화를 설명하시오.",2024년 주요업무 추진계획.pdf,8,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
22,"2024년에 신설할 'K-스카우터' 제도는 어떤 목적을 가진 제도이며, 이를 통해 어떤 활동이 추진될 예정인가요?",2024년 주요업무 추진계획.pdf,12,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
23,"ESG 대응 방안 중, '민·관 합동지원단'의 역할은 무엇인가요? 그리고 이를 통해 중소기업의 ESG 대응을 어떻게 도울 수 있는지 설명해주세요.",2024년 주요업무 추진계획.pdf,15,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
24,"앙골라와 유럽연합(EU)이 고위급 파트너십을 체결한 후 2023년 12월까지 제6차 장관급 회의를 가질 계획이라고 했을 때, 이들의 공동 목표는 무엇이고 EU가 제공하는 금융 지원의 규모는 어느 정도인가요?",외교부-2024년 앙골라개황(저).pdf,20,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
25,"앙골라가 2023년에 다른 유럽 국가들과 회담을 진행하였는데, 이 중에서 특히 어느 국가의 총리와 정상급 교류를 가졌나요? 그리고 2023년 11월에 사우디-아프리카 정상회의 계기에 사우디개발기금과 앙골라 정부는 어떤 사업에 대한 계약을 체결하였나요?",외교부-2024년 앙골라개황(저).pdf,20,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
26,앙골라의 TAAG항공이 연결한 국내외 노선 개수와 이에 대한 유럽연합의 안전 조치가 일어난 시기 그리고 신국제공항의 개항 시기와 예정된 운항 계획을 각각 설명해주세요.,외교부-2024년 앙골라개황(저).pdf,22,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
27,수도 루안다를 중심으로 구축된 앙골라의 주요 교통 인프라와 그것이 앙골라 경제에 미친 영향에 대해 설명해주세요.,외교부-2024년 앙골라개황(저).pdf,22,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
28,"앙골라 정부의 외국인투자 유치법 개정에는 어떤 주요한 변화가 있었고, 그 변화로 인해 앞으로 앙골라 경제는 어떻게 바뀔 것으로 예상되나요?",외교부-2024년 앙골라개황(저).pdf,23,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
29,"앙골라의 2022년 기준 원유 확인 매장량과 일산량, 주요 원유 수출 대상국을 각각 명시하고, 2023년 예상 원유 수출량과 원유 수출액의 변화는 어떠한가?",외교부-2024년 앙골라개황(저).pdf,25,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
30,앙골라의 소득 불균형 지표는 어떠한가? 그리고 UNDP 인간개발지수(HDI) 조사 결과 앙골라는 어떠한 변화를 보였는가?,외교부-2024년 앙골라개황(저).pdf,32,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
31,"2023년 기준 앙골라와의 교역규모는 얼마이며, 대앙골라 누계 투자액은 2022년 기준으로 얼마인가요?",외교부-2024년 앙골라개황(저).pdf,36,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
32,앙골라를 중심으로 한 1994년 11월의 루사카 평화협정의 주요 내용은 무엇인가요?,외교부-2024년 앙골라개황(저).pdf,44,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
33,"청년농 우대보증 한도를 5억으로 정하고 후계농 정책자금으로 3억을 사용한 후, 다른 정책자금으로 남은 2억을 사용하려면 우대보증이 적용되는지, 적용되지 않는다면 어떤 보증이 적용되는지?",240319 알기쉬운 청년농신보 책자(최종본)★_배포용.pdf,22,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
34,"금융기관에서 담보 설정시 대출가능 금액이 토지와 시설물에서 각각 시세의 80%, 60% 수준인 이유와 이에 대한 기준을 어떻게 정하는지 설명해주세요",240319 알기쉬운 청년농신보 책자(최종본)★_배포용.pdf,25,0,0,0,0,0.0,[],700,100,similarity,True,575.487759999565,0.0,0
0,"2023년 국가재정운용계획 수립 절차 중, 분야별·지역별 예산협의회 및 간담회 개최 시기와 국회 제출 시기는 언제인가요?",2023_2027 국가재정운용계획 주요내용.pdf,3,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
1,"불요불급한 자산을 처분하여 회수하는 자금은 어떻게 활용되는지, 그리고 공공기관의 재무건전성 관리 강화를 위해 '22~'26년 재정건전화계획 수정계획을 수립하는 것 외에 어떤 방법이 적용되는지 설명해주세요.",2023_2027 국가재정운용계획 주요내용.pdf,22,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
2,"북한의 위협에 대응하기 위해 강화해야하는 한국형 3축체계와는 무엇이며, 이를 통해 향상시키려는 국방 분야의 세부적인 전투능력은 무엇인가요?",2023_2027 국가재정운용계획 주요내용.pdf,33,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
3,사업비 정산에 대한 절차 중 국고지원금 집행 시점과 사업종료 후 발생이자에 대한 처리 방안에 대해서 설명하시오.,2024년+국립대학+육성사업+기본계획.pdf,19,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
4,"‘24년 대학혁신지원사업에 대한 성과평가용 자료 제출 및 성과평가 실시가 언제 예정되어있고, 이에 따른 사업비 확정 및 인센티브 지급 시기는 언제인가요?",2024년+국립대학+육성사업+기본계획.pdf,21,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
5,"2023년 국가안전시스템 개편에 대한 주요 성과와 함께, 이러한 개편을 통해 어떤 실질적인 훈련이 실시되었는지 설명해주세요.",2024년 행정안전부 업무계획.pdf,3,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
6,"고향사랑기부제 2.0에서는 어떤 방식으로 기부한도 상향 및 기부방식을 개선하고, 향후 어떤 제도개선이 연구되고 있는지 설명해주세요.",2024년 행정안전부 업무계획.pdf,8,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
7,"지방공공기관 구조개혁의 향후 계획으로 무엇이 제시되었으며, 이에 따르는 부채감축대상기관의 선정 기준은 무엇인가요?",2024년 행정안전부 업무계획.pdf,9,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
8,"앞으로 2024년까지 교체되어질 CCTV의 수는 얼마나 되며, 이것이 관제의 범위에 어떤 영향을 미칠 것으로 예상하는가?",2024년 행정안전부 업무계획.pdf,10,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
9,"처음에 재난피해 규모를 최소화하기 위해 지자체의 신속한 대응이 중요하다고 말씀하셨는데, 이를 위해 지역에서 주도하는 현장 중심의 재난관리 체계를 구축한다고 말씀하셨습니다. 이 중 '상시 상황관리'에서는 어떤 방안을 제시하고 있으며, 이를 어떻게 추진하려는 계획이 있는지 설명하시오.",2024년 행정안전부 업무계획.pdf,11,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
10,"정부24에 통합되어 제공될 '주요 서비스'는 언제 누적 몇 종이 될 계획인가, 그리고 그 중 어떤 기관의 어떤 서비스가 우선 적용되는가?",2024년 행정안전부 업무계획.pdf,15,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
11,"착한가격업소 활성화를 위한 주요 지원책에는 어떤 것들이 있으며, 이를 통해 어떠한 결과를 도모하려는 것인지 설명하세요.",2024년 행정안전부 업무계획.pdf,18,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
12,온기를 전달하는 나눔‧상생의 문화를 확산하기 위한 범국민‧지역별 추진본부의 구성 예정 시기와 주요 홍보 방법에는 어떤 것들이 있나요?,2024년 행정안전부 업무계획.pdf,20,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
13,정부가 제주4.3사건 희생자 보상 및 여순사건 진상조사와 관련하여 주요한 활동은 무엇인가요?,2024년 행정안전부 업무계획.pdf,21,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
14,"2002년부터 2023년까지 학생 한 명당 장서(도서) 수가 어떻게 변화하였고, 이 변화에 대한 주요 전략은 무엇이었나요?",제4차(24_28)+학교도서관+진흥+기본계획.pdf,6,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
15,지금까지 학교도서관이 주로 수행해왔던 기능들과 그것이 디지털 시대에 직면한 새로운 독서교육 요구에 어떻게 부응해야 하는지 서술해주세요.,제4차(24_28)+학교도서관+진흥+기본계획.pdf,9,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
16,"교육혁신을 위해 학교도서관 활용(협력) 수업 사례로 제시된 정보교과+사서교사의 수업에서는 어떤 주제와 교수전략이 사용되었으며, 각각의 교원이 어떠한 역할을 수행하였는지 설명하시오.",제4차(24_28)+학교도서관+진흥+기본계획.pdf,15,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
17,초3과 중1학생들에 대한 책임교육학년제의 필요성과 이와 관련된 미국과 프랑스의 시행 사례에 대해 설명해주세요.,제4차(24_28)+학교도서관+진흥+기본계획.pdf,20,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
18,"2023년 벤처투자 회복을 위해 변화된 '복수의결권' 시행과 전면 네거티브 규제특례 적용에 대해 자세히 설명하고, 이러한 변경들의 주요 성과가 무엇이었는지 설명해 주세요.",2024년 주요업무 추진계획.pdf,3,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
19,"2024년 세계경제 성장 및 교역 전망치를 바탕으로 미국, 중국, 독일, 대만의 경제 성장률 전망이 어떻게 달라지는지 설명해주세요.",2024년 주요업무 추진계획.pdf,4,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
20,"정부의 소상공인 지원과 관련해 '대환대출', '일시적 경영 애로자금'의 확대 예산 규모와 시행 연도, 그리고 이를 통해 예상되는 저금리 대출 지원 규모는 어떻게 변화하는지 설명해주세요.",2024년 주요업무 추진계획.pdf,6,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
21,"2024년에 수립된 자영업자 고용보험 가입 진흥 방안 중, 정부의 지원 총액과 정부가 지원하는 보험료 비율의 변화를 설명하시오.",2024년 주요업무 추진계획.pdf,8,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
22,"2024년에 신설할 'K-스카우터' 제도는 어떤 목적을 가진 제도이며, 이를 통해 어떤 활동이 추진될 예정인가요?",2024년 주요업무 추진계획.pdf,12,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
23,"ESG 대응 방안 중, '민·관 합동지원단'의 역할은 무엇인가요? 그리고 이를 통해 중소기업의 ESG 대응을 어떻게 도울 수 있는지 설명해주세요.",2024년 주요업무 추진계획.pdf,15,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
24,"앙골라와 유럽연합(EU)이 고위급 파트너십을 체결한 후 2023년 12월까지 제6차 장관급 회의를 가질 계획이라고 했을 때, 이들의 공동 목표는 무엇이고 EU가 제공하는 금융 지원의 규모는 어느 정도인가요?",외교부-2024년 앙골라개황(저).pdf,20,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
25,"앙골라가 2023년에 다른 유럽 국가들과 회담을 진행하였는데, 이 중에서 특히 어느 국가의 총리와 정상급 교류를 가졌나요? 그리고 2023년 11월에 사우디-아프리카 정상회의 계기에 사우디개발기금과 앙골라 정부는 어떤 사업에 대한 계약을 체결하였나요?",외교부-2024년 앙골라개황(저).pdf,20,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
26,앙골라의 TAAG항공이 연결한 국내외 노선 개수와 이에 대한 유럽연합의 안전 조치가 일어난 시기 그리고 신국제공항의 개항 시기와 예정된 운항 계획을 각각 설명해주세요.,외교부-2024년 앙골라개황(저).pdf,22,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
27,수도 루안다를 중심으로 구축된 앙골라의 주요 교통 인프라와 그것이 앙골라 경제에 미친 영향에 대해 설명해주세요.,외교부-2024년 앙골라개황(저).pdf,22,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
28,"앙골라 정부의 외국인투자 유치법 개정에는 어떤 주요한 변화가 있었고, 그 변화로 인해 앞으로 앙골라 경제는 어떻게 바뀔 것으로 예상되나요?",외교부-2024년 앙골라개황(저).pdf,23,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
29,"앙골라의 2022년 기준 원유 확인 매장량과 일산량, 주요 원유 수출 대상국을 각각 명시하고, 2023년 예상 원유 수출량과 원유 수출액의 변화는 어떠한가?",외교부-2024년 앙골라개황(저).pdf,25,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
30,앙골라의 소득 불균형 지표는 어떠한가? 그리고 UNDP 인간개발지수(HDI) 조사 결과 앙골라는 어떠한 변화를 보였는가?,외교부-2024년 앙골라개황(저).pdf,32,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
31,"2023년 기준 앙골라와의 교역규모는 얼마이며, 대앙골라 누계 투자액은 2022년 기준으로 얼마인가요?",외교부-2024년 앙골라개황(저).pdf,36,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
32,앙골라를 중심으로 한 1994년 11월의 루사카 평화협정의 주요 내용은 무엇인가요?,외교부-2024년 앙골라개황(저).pdf,44,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
33,"청년농 우대보증 한도를 5억으로 정하고 후계농 정책자금으로 3억을 사용한 후, 다른 정책자금으로 남은 2억을 사용하려면 우대보증이 적용되는지, 적용되지 않는다면 어떤 보증이 적용되는지?",240319 알기쉬운 청년농신보 책자(최종본)★_배포용.pdf,22,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
34,"금융기관에서 담보 설정시 대출가능 금액이 토지와 시설물에서 각각 시세의 80%, 60% 수준인 이유와 이에 대한 기준을 어떻게 정하는지 설명해주세요",240319 알기쉬운 청년농신보 책자(최종본)★_배포용.pdf,25,0,0,0,0,0.0,[],700,100,mmr,False,589.1833542854458,0.0,0
0,"2023년 국가재정운용계획 수립 절차 중, 분야별·지역별 예산협의회 및 간담회 개최 시기와 국회 제출 시기는 언제인가요?",2023_2027 국가재정운용계획 주요내용.pdf,3,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
1,"불요불급한 자산을 처분하여 회수하는 자금은 어떻게 활용되는지, 그리고 공공기관의 재무건전성 관리 강화를 위해 '22~'26년 재정건전화계획 수정계획을 수립하는 것 외에 어떤 방법이 적용되는지 설명해주세요.",2023_2027 국가재정운용계획 주요내용.pdf,22,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
2,"북한의 위협에 대응하기 위해 강화해야하는 한국형 3축체계와는 무엇이며, 이를 통해 향상시키려는 국방 분야의 세부적인 전투능력은 무엇인가요?",2023_2027 국가재정운용계획 주요내용.pdf,33,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
3,사업비 정산에 대한 절차 중 국고지원금 집행 시점과 사업종료 후 발생이자에 대한 처리 방안에 대해서 설명하시오.,2024년+국립대학+육성사업+기본계획.pdf,19,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
4,"‘24년 대학혁신지원사업에 대한 성과평가용 자료 제출 및 성과평가 실시가 언제 예정되어있고, 이에 따른 사업비 확정 및 인센티브 지급 시기는 언제인가요?",2024년+국립대학+육성사업+기본계획.pdf,21,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
5,"2023년 국가안전시스템 개편에 대한 주요 성과와 함께, 이러한 개편을 통해 어떤 실질적인 훈련이 실시되었는지 설명해주세요.",2024년 행정안전부 업무계획.pdf,3,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
6,"고향사랑기부제 2.0에서는 어떤 방식으로 기부한도 상향 및 기부방식을 개선하고, 향후 어떤 제도개선이 연구되고 있는지 설명해주세요.",2024년 행정안전부 업무계획.pdf,8,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
7,"지방공공기관 구조개혁의 향후 계획으로 무엇이 제시되었으며, 이에 따르는 부채감축대상기관의 선정 기준은 무엇인가요?",2024년 행정안전부 업무계획.pdf,9,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
8,"앞으로 2024년까지 교체되어질 CCTV의 수는 얼마나 되며, 이것이 관제의 범위에 어떤 영향을 미칠 것으로 예상하는가?",2024년 행정안전부 업무계획.pdf,10,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
9,"처음에 재난피해 규모를 최소화하기 위해 지자체의 신속한 대응이 중요하다고 말씀하셨는데, 이를 위해 지역에서 주도하는 현장 중심의 재난관리 체계를 구축한다고 말씀하셨습니다. 이 중 '상시 상황관리'에서는 어떤 방안을 제시하고 있으며, 이를 어떻게 추진하려는 계획이 있는지 설명하시오.",2024년 행정안전부 업무계획.pdf,11,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
10,"정부24에 통합되어 제공될 '주요 서비스'는 언제 누적 몇 종이 될 계획인가, 그리고 그 중 어떤 기관의 어떤 서비스가 우선 적용되는가?",2024년 행정안전부 업무계획.pdf,15,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
11,"착한가격업소 활성화를 위한 주요 지원책에는 어떤 것들이 있으며, 이를 통해 어떠한 결과를 도모하려는 것인지 설명하세요.",2024년 행정안전부 업무계획.pdf,18,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
12,온기를 전달하는 나눔‧상생의 문화를 확산하기 위한 범국민‧지역별 추진본부의 구성 예정 시기와 주요 홍보 방법에는 어떤 것들이 있나요?,2024년 행정안전부 업무계획.pdf,20,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
13,정부가 제주4.3사건 희생자 보상 및 여순사건 진상조사와 관련하여 주요한 활동은 무엇인가요?,2024년 행정안전부 업무계획.pdf,21,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
14,"2002년부터 2023년까지 학생 한 명당 장서(도서) 수가 어떻게 변화하였고, 이 변화에 대한 주요 전략은 무엇이었나요?",제4차(24_28)+학교도서관+진흥+기본계획.pdf,6,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
15,지금까지 학교도서관이 주로 수행해왔던 기능들과 그것이 디지털 시대에 직면한 새로운 독서교육 요구에 어떻게 부응해야 하는지 서술해주세요.,제4차(24_28)+학교도서관+진흥+기본계획.pdf,9,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
16,"교육혁신을 위해 학교도서관 활용(협력) 수업 사례로 제시된 정보교과+사서교사의 수업에서는 어떤 주제와 교수전략이 사용되었으며, 각각의 교원이 어떠한 역할을 수행하였는지 설명하시오.",제4차(24_28)+학교도서관+진흥+기본계획.pdf,15,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
17,초3과 중1학생들에 대한 책임교육학년제의 필요성과 이와 관련된 미국과 프랑스의 시행 사례에 대해 설명해주세요.,제4차(24_28)+학교도서관+진흥+기본계획.pdf,20,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
18,"2023년 벤처투자 회복을 위해 변화된 '복수의결권' 시행과 전면 네거티브 규제특례 적용에 대해 자세히 설명하고, 이러한 변경들의 주요 성과가 무엇이었는지 설명해 주세요.",2024년 주요업무 추진계획.pdf,3,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
19,"2024년 세계경제 성장 및 교역 전망치를 바탕으로 미국, 중국, 독일, 대만의 경제 성장률 전망이 어떻게 달라지는지 설명해주세요.",2024년 주요업무 추진계획.pdf,4,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
20,"정부의 소상공인 지원과 관련해 '대환대출', '일시적 경영 애로자금'의 확대 예산 규모와 시행 연도, 그리고 이를 통해 예상되는 저금리 대출 지원 규모는 어떻게 변화하는지 설명해주세요.",2024년 주요업무 추진계획.pdf,6,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
21,"2024년에 수립된 자영업자 고용보험 가입 진흥 방안 중, 정부의 지원 총액과 정부가 지원하는 보험료 비율의 변화를 설명하시오.",2024년 주요업무 추진계획.pdf,8,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
22,"2024년에 신설할 'K-스카우터' 제도는 어떤 목적을 가진 제도이며, 이를 통해 어떤 활동이 추진될 예정인가요?",2024년 주요업무 추진계획.pdf,12,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
23,"ESG 대응 방안 중, '민·관 합동지원단'의 역할은 무엇인가요? 그리고 이를 통해 중소기업의 ESG 대응을 어떻게 도울 수 있는지 설명해주세요.",2024년 주요업무 추진계획.pdf,15,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
24,"앙골라와 유럽연합(EU)이 고위급 파트너십을 체결한 후 2023년 12월까지 제6차 장관급 회의를 가질 계획이라고 했을 때, 이들의 공동 목표는 무엇이고 EU가 제공하는 금융 지원의 규모는 어느 정도인가요?",외교부-2024년 앙골라개황(저).pdf,20,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
25,"앙골라가 2023년에 다른 유럽 국가들과 회담을 진행하였는데, 이 중에서 특히 어느 국가의 총리와 정상급 교류를 가졌나요? 그리고 2023년 11월에 사우디-아프리카 정상회의 계기에 사우디개발기금과 앙골라 정부는 어떤 사업에 대한 계약을 체결하였나요?",외교부-2024년 앙골라개황(저).pdf,20,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
26,앙골라의 TAAG항공이 연결한 국내외 노선 개수와 이에 대한 유럽연합의 안전 조치가 일어난 시기 그리고 신국제공항의 개항 시기와 예정된 운항 계획을 각각 설명해주세요.,외교부-2024년 앙골라개황(저).pdf,22,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
27,수도 루안다를 중심으로 구축된 앙골라의 주요 교통 인프라와 그것이 앙골라 경제에 미친 영향에 대해 설명해주세요.,외교부-2024년 앙골라개황(저).pdf,22,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
28,"앙골라 정부의 외국인투자 유치법 개정에는 어떤 주요한 변화가 있었고, 그 변화로 인해 앞으로 앙골라 경제는 어떻게 바뀔 것으로 예상되나요?",외교부-2024년 앙골라개황(저).pdf,23,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
29,"앙골라의 2022년 기준 원유 확인 매장량과 일산량, 주요 원유 수출 대상국을 각각 명시하고, 2023년 예상 원유 수출량과 원유 수출액의 변화는 어떠한가?",외교부-2024년 앙골라개황(저).pdf,25,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
30,앙골라의 소득 불균형 지표는 어떠한가? 그리고 UNDP 인간개발지수(HDI) 조사 결과 앙골라는 어떠한 변화를 보였는가?,외교부-2024년 앙골라개황(저).pdf,32,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
31,"2023년 기준 앙골라와의 교역규모는 얼마이며, 대앙골라 누계 투자액은 2022년 기준으로 얼마인가요?",외교부-2024년 앙골라개황(저).pdf,36,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
32,앙골라를 중심으로 한 1994년 11월의 루사카 평화협정의 주요 내용은 무엇인가요?,외교부-2024년 앙골라개황(저).pdf,44,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
33,"청년농 우대보증 한도를 5억으로 정하고 후계농 정책자금으로 3억을 사용한 후, 다른 정책자금으로 남은 2억을 사용하려면 우대보증이 적용되는지, 적용되지 않는다면 어떤 보증이 적용되는지?",240319 알기쉬운 청년농신보 책자(최종본)★_배포용.pdf,22,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
34,"금융기관에서 담보 설정시 대출가능 금액이 토지와 시설물에서 각각 시세의 80%, 60% 수준인 이유와 이에 대한 기준을 어떻게 정하는지 설명해주세요",240319 알기쉬운 청년농신보 책자(최종본)★_배포용.pdf,25,0,0,0,0,0.0,[],700,100,mmr,True,1045.1020028566875,0.0,0
